Sujeto,Relación,Objeto
Sir Hans Sloane,activity in Jamaica,recording hundreds of new plants
Sir Hans Sloane,role in popularizing,drinking of chocolate in England
chocolate,source material,cacao bean
peacock flower,use by Native American and enslaved African women,inducing abortions
Society of Jesus,also known as,Jesuits
Society of Jesus,founding period,1540s
Society of Jesus,purpose,spread Catholicism and combat spread of Protestantism
St. Augustine,status,first Spanish settlement in North America
Timucua,identity,native people of Florida
Spanish,action regarding Timucua,displaced with founding of St. Augustine
Santa Fe,colonial power,Spanish
Pueblo Revolt,duration of Spanish loss of Santa Fe,twelve years
Dutch,location of colony in North America,present-day New York
French,location of colony in North America,present-day Canada
Dutch colony,primary function,trading post for furs
French colony,primary function,trading post for furs
Roanoke Colony,year of failure,1587
Jamestown,year of founding,1607
Plymouth,year of founding,1620
Virginia Company of London,founder of,Jamestown
Virginia Company of London,purpose of founding Jamestown,making money for investors
Puritans,founders of,Plymouth
King Philip's War,time period,1675 to 1676
King Philip's War,location,New England
Fort Caroline,imperial challenger involved,French
Castillo de San Marcos,builder,Spanish
Castillo de San Marcos,purpose,defend against imperial challengers
New Netherland,colonial system for land grants,patroonship
patroonship,description,Dutch system of granting tracts of land to encourage colonization
Chesapeake colonies,most lucrative product,tobacco
Plymouth colony,founders,Puritans
Middle Passage,definition,transatlantic journey that enslaved Africans made to America
wampum,origin,Native American
glass beads,introduced by,Europeans to Native Americans
copper kettles,introduced by,Europeans to Native Americans
metal tools,introduced by,Europeans to Native Americans
Great Britain,year of formation,1707
Great Britain,result of union of,England and Scotland
British East India Company,location of control,India
British East India Company,type of control,trade and territory
British West Indies,lucrative plantations,sugar plantations
Barbados,type of plantation,sugar
Jamaica,type of plantation,sugar
British North American colonies,population in early 1700s,"250,000"
British North American colonies,population by 1750,over a million
Royall family,origin location,West Indian island of Antigua
Royall family,destination,"Medford, Massachusetts"
Royall family,portrait year,1741
Royall family,portrait artist,Robert Feke
Charles I,year of ascending English throne,1625
Charles I,spouse,Henrietta Maria
Henrietta Maria,religion,French Catholic
Henrietta Maria,religious practice,openly practiced Catholicism
Charles I,action toward Parliament in 1629,suspended Parliament
Charles I,period of rule without Parliament,1629 to 1640 (eleven years)
English Civil War,duration,1642 to 1649
English Civil War,Royalist leader,Charles I
English Civil War,Parliamentary leader,Oliver Cromwell
Charles I,year of execution,1649
Charles I,charge,treason
Charles I,method of execution,beheading
English Commonwealth,leader,Oliver Cromwell
English interregnum,definition,time between kings
Oliver Cromwell,year of death,1658
Oliver Cromwell,successor,Richard (his son)
Charles II,year of ascending throne,1660
Charles II,father,Charles I
Restoration,year,1660
Restoration,event,return of Charles II to throne
Restoration colonies,list,"Carolinas, New Jersey, New York, and Pennsylvania"
Restoration colonies,initial status,proprietary colonies
Charles II,year of royal charter for Carolina,1663
Charles II,number of proprietors for Carolina,eight
Charles Town,later name,Charleston
Charles Town,year of establishment,1670
Charles Town,location,junction of Ashley and Cooper Rivers
Charles Town,named in honor of,Charles II
North Carolina,year of creation as separate colony,1729
South Carolina,year of creation as separate colony,1729
South Carolina,main crops since 1700s,rice and indigo
indigo,description,plant that yields dark blue dye
indigo,used by,English royalty
North Carolina,products for ships,turpentine and tar
North Carolina,primary export,tobacco
Virginia,primary export,tobacco
South Carolina,demographic status by 1715,Black majority
South Carolina,reason for Black majority,number of enslaved people in colony
Carolinas slave laws,basis,Barbados slave codes of late 1600s
Yamasee War,time period,1715–1718
Yamasee War,participants,coalition of local tribes including Yamasee and Creek
Yamasee War,goal,drive away European invaders
Cherokee,alliance during Yamasee War,English
New Netherland,takeover by,English
Second Anglo-Dutch War,time period,1664–1667
New Netherland,year of English control,1664
Charles II,gift of New Netherland to,"James, Duke of York (later James II)"
"James, Duke of York",relation to Charles II,brother
New York,former name,New Netherland
New York,renamed in honor of,"James, Duke of York"
Third Anglo-Dutch War,year Dutch regained control,1673
Dutch,colonizers of,New Amsterdam
English,colonizers of,New Amsterdam
New Amsterdam,date of official reincorporation as New York City,1664
Duke of York,administrator of,New York colony
Robert Livingston,recipient of estate of,"160,000 acres in 1686"
Livingston family,controllers of,Hudson River Valley
Five Nations of the Iroquois,composed of,"Mohawk, Oneida, Onondaga, Cayuga, and Seneca"
Five Nations of the Iroquois,policy of,neutrality with English and French in first half of 1700s
Pennsylvania,meaning in Latin,Penn's Woods
Pennsylvania,date of creation,1681
Charles II,grantor of Pennsylvania to,William Penn
William Penn,recipient of,Pennsylvania
William Penn,member of,Society of Friends (Quakers)
George Fox,founder of,Society of Friends in England in late 1640s
William Penn,author of,covenant of friendship with Lenni Lenape (Delaware) tribe
William Penn,signer of,treaty with Susquehannocks in 1701
Philadelphia,role as,port city
Benjamin Franklin,place of origin,Puritan Boston
American Weekly Mercury,publisher,William Bradford
American Weekly Mercury,characteristic as,Philadelphia's first newspaper
Navigation Ordinance,date of,1651
Navigation Act,date of,1660
Staple Act,date of,1663
Plantation Duties Act,date of,1673
Charles II,organizer of,Lords of Trade and Plantation in 1675
Navigation Act of 1696,creator of,Board of Trade
Robert Walpole,position of,Prime Minister
Robert Walpole,term of office,1721-1742
Molasses Act,date of,1733
James II,position of,King of England
James II,date of ascension to throne,1685
James II,son of,Charles I
James II,brother of,Charles II
Louis XIV,cousin of,James II
James II,date of conversion to Roman Catholicism,late 1660s
Dominion of New England,date of creation,1686
Dominion of New England,creator,James II
Dominion of New England,inclusion of,"Massachusetts, New Hampshire, Plymouth, Connecticut, New Haven, Rhode Island"
Dominion of New England,addition in 1688 of,New York and New Jersey
Sir Edmund Andros,position of,governor of Dominion of New England
Sir Edmund Andros,former position of,colonial governor of New York
Glorious Revolution,date of,1688-1689
William III (William of Orange),position of,King of England
Mary II,position of,Queen of England
William III and Mary II,date of ascension to throne,1689
Sir Edmund Andros,date of overthrow in Boston,1689
Jacob Leisler,leader of,group of Protestant New Yorkers against dominion government in 1689
Province of New York,date of restoration of English control,1691
Bill of Rights,date of establishment,October 1689
John Locke,birth-death dates,1632-1704
John Locke,occupation,doctor and educator
John Locke,author of,Two Treatises of Government
Two Treatises of Government,date of publication,1690
English Toleration Act,date of,1689
Royal African Company,date of creation,1660
Royal African Company,creator,Charles II
Royal African Company,monopoly period on slave trade,1672-1713
Royal African Company,number of captives bought on African coast,"125,000 between 1672 and 1713"
Royal African Company,logo of,elephant and castle
1686 English guinea,logo depicted on,elephant and castle
1686 English guinea,features bust of,King James II
British gold,origin location,Guinea in West Africa
Royal African Company,monopoly end year,1689
Royal African Company monopoly end,caused by,Glorious Revolution
Africans transported by Middle Passage,typical arrival location,West Indies
Africans transported by Middle Passage,typical arrival location,Barbados
Maroon communities,definition,groups that successfully resisted recapture and formed their own autonomous groups
Maroon communities in Jamaica,location,interior of Jamaica
Stono Rebellion,date of occurrence,September 1739
Stono Rebellion,location of occurrence,South Carolina
