Sujeto,Relación,Objeto,origen
Juan Francisco Meneses,cargo de,secretario de la gran convención,chile4_6939
Juan Francisco Meneses,firmante de,Proyecto de reforma de la constitución política de Chile del 25 de agosto de 1832,chile4_6936
Juan Francisco Meneses,cargo de,Principal escritor de La lucerna,chile4_5485
Juan Francisco Meneses,miembro de,Comisión de siete individuos encargada de elaborar el proyecto de reforma de la constitución,chile4_6830
Juan Francisco Meneses,cargo de,diputado suplente por Santa Rosa de los Andes,chile4_1288
Juan Francisco Meneses,cargo previo de,Ministro de hacienda,chile4_5216
Juan Francisco Meneses,cargo de,Director de La lucerna,chile4_5484
Juan Francisco Meneses,participante en juicio como,senador presbítero,chile4_6584
Juan Gaitán,condición,aventurero desterrado de Nicaragua,chile1_8702
Juan Galaz,desposeído de,repartimiento de indios,chile1_2423
Juan Gallego,beneficiario de,repartimiento de indios,chile1_2415
Juan García Tao,cargo de,piloto,chile4_8397
Juan García Tao,destino de expedición,islas de Chonos,chile4_8398
Juan García Tao,año de exploración geográfica,1620,chile4_16754
Juan García Tao,destino de expedición,golfo que forma la península de Taitao,chile4_8399
Juan García de Cosio,comisionado para,Paraguay,chile4_2149
Juan García del Río,cargo de,Agente del gobierno peruano en Europa,chile4_2032
Juan García del Río,autor de,artículo sobre instrucción pública en América española,chile4_19365
Juan García del Río,autor de,artículo necrológico sobre Bolívar,chile4_5786
Juan Godoi,fecha de descubrimiento,mediados de mayo de 1832,chile4_5261
Juan Godoi,descubridor de,minerales de plata de Chañarcillo,chile4_5260
Juan Godoi,empleador,Miguel Gallo,chile4_5259
Juan Godoi,ocupación,trabajador que recolectaba leña,chile4_5258
Juan Godínez,fecha de nombramiento,22 de septiembre,chile1_6090
Juan Godínez,participante en acuerdos de fecha,11 de enero de 1554,chile1_4129
Juan Godínez,cargo en,Cabildo de Santiago,chile1_5928
Juan Godínez,juramentador de testamento de Valdivia en fecha,23 de diciembre de 1549,chile1_4132
Juan Godínez,comisionado para tratar con,Francisco de Aguirre,chile1_5931
Juan Godínez,participante en,guerra de Arauco,chile1_4067
Juan Godínez,tipo de cargo,miembro del Cabildo,chile1_5929
Juan Godínez,beneficiario de,repartimiento de indios,chile1_2409
Juan Godínez,ubicación en febrero-marzo de 1550,Santiago,chile1_3181
Juan Godínez,cargo político de,regidor del cabildo de Santiago en 1550,chile1_3179
Juan Godínez,cargo en contingente de Santiago,jefe,chile1_6089
Juan Godínez,cargo de trabajo,capitán,chile1_3963
Juan Godínez,cargo de,regidor del Cabildo de Santiago,chile1_6059
Juan Gregorio de Bazán,cargo recibido,teniente en el gobierno de Tucumán,chile1_5921
Juan Gregorio de Bazán,relación familiar con Francisco de Aguirre,primo hermano,chile1_5922
Juan Gregorio de Las Heras,rango militar,general,chile4_7258
Juan Gregorio de las Heras,comisionado para,Perú,chile4_2151
Juan Gregorio de las Heras,encuentro con Espartero en,Salta,chile4_2157
Juan Guerra,fecha de nombramiento,4 de febrero de 1593,chile1_8285
Juan Guerra,remuneración semanal,"dos carretadas de leña, dos carneros, una fanega de harina",chile1_8286
Juan Guerra,lugar de obtención de título,protomedicato de Lima,chile1_8288
Juan Guerra,remuneración mensual,tres botijas de vino,chile1_8287
Juan Guerra,cargo de,"médico, cirujano y barbero del hospital de Santiago",chile1_8284
Juan Guirao,cargo de,corregidor de Chillán,chile1_8521
Juan Gustavo Courcelle Seneuil,nacionalidad,francés,chile1_571
Juan Gustavo Courcelle Seneuil,cargo de,profesor de economía política,chile1_573
Juan Gustavo Courcelle Seneuil,ocupación,economista,chile1_572
Juan Gutiérrez,nombramiento de regidor del primer pueblo de cristianos que fundase Alcazaba,gobernación de Alcazaba,chile1_1379
Juan Gómez,cargo de,alguacil mayor,chile1_2398
Juan Gómez,beneficiario de,repartimiento de indios,chile1_2399
Juan Gómez,cargo de,alguacil mayor,chile1_2775
Juan Gómez,cargo de regidor perpetuo desde,1 de enero de 1550,chile1_2809
Juan Gómez de Almagro,receptor de repartimiento de,Quillota,chile1_4234
Juan Gómez de Almagro,cargo de,capitán,chile1_3659
Juan Gómez de Almagro,representante de,Francisco de Villagrán ante el cabildo de Santiago,chile1_5458
Juan Gómez de Almagro,comandante de,veinte hombres enviados de la Imperial,chile1_3661
Juan Gómez de Almagro,cargo de,Regidor de Santiago,chile1_6233
Juan Gómez de Almagro,cargo de,capitán,chile1_4548
Juan Güemes Calderón,cargo de,capitán,chile4_12971
Juan Henríquez,apoyado por,Cabildo de Santiago,chile4_12091
Juan Henríquez,constructor de obra pública,puente sobre río Mapocho,chile4_12248
Juan Henríquez,cargo de trabajo,Gobernador de Chile,chile4_12875
Juan Henríquez,acción diplomática,celebró la paz con los indios,chile4_15612
Juan Henríquez,constructor de obra pública,fuente en plaza principal de Santiago,chile4_12243
Juan Henríquez,inicio de gobierno,1670,chile4_15611
Juan Henríquez,cargo,gobernador de Chile,chile4_15610
Juan Henríquez,cargo de,gobernador de Chile,chile4_12911
Juan Henríquez,relación con familia de,Francisco de Meneses,chile4_12221
Juan Henríquez,cargo de,gobernador predecesor de Ustáriz,chile4_15456
Juan Henríquez,sobrino de su hermano,Antonio de Córdoba,chile4_12207
Juan Henríquez,hermano de,Luis Henríquez,chile4_12206
Juan Henríquez,cargo,gobernador,chile4_19772
Juan Henríquez,hermano de,Francisco Henríquez,chile4_12204
Juan Henríquez,apoyado por,Padres jesuitas,chile4_12090
Juan Henríquez,hermano de,Blas Henríquez,chile4_12203
Juan Henríquez,firmante de,Carta de Real Audiencia de junio de 1672,chile4_12197
Juan Henríquez,lugar de nacimiento,Perú,chile4_13815
Juan Henríquez,cargo político,gobernador de Chile,chile4_13814
Juan Henríquez,fecha de aviso al soberano sobre pago de multa,9 de agosto de 1677,chile4_12176
Juan Henríquez,multa impuesta de,mil pesos,chile4_12174
Juan Henríquez,cargo de,Gobernador de Chile,chile4_12173
Juan Henríquez,cargo de,Gobernador de Chile,chile4_12053
Juan Henríquez,sucesor de,Francisco de Meneses,chile4_12066
Juan Henríquez,apoyado por,Francisco Cárdenas y Solórzano,chile4_12095
Juan Henríquez,apoyado por,Manuel de León Escobar,chile4_12094
Juan Henríquez,apoyado por,José Tello Meneses,chile4_12093
Juan Henríquez,simpatizante de,Bando menesista,chile4_12087
Juan Henríquez,apoyado por,Diego de Humanzoro,chile4_12092
Juan Henríquez,cargo de,Gobernador de Chile,chile4_12202
Juan Henríquez,hermano de,Gabriel Henríquez,chile4_12205
Juan Henríquez,destinatario de,real cédula de 6 de mayo de 1665,chile4_12350
Juan Henríquez,iniciador de obra,tajamares de Santiago,chile4_12253
Juan Henríquez,fecha de fallecimiento,1689,chile4_12555
Juan Henríquez,fecha de llegada a Concepción,primeros días de noviembre de 1671,chile4_12333
Juan Henríquez,fecha de regreso a Santiago desde Concepción,13 de marzo de 1672,chile4_12334
Juan Henríquez,fecha de salida de Concepción,fines de septiembre de 1672,chile4_12335
Juan Henríquez,fecha de regreso a Santiago,abril de 1673,chile4_12336
Juan Henríquez,obras públicas realizadas en Santiago,"casa de Cabildo, puente sobre el río, fuente pública, tapado de acequia en plaza principal",chile4_12554
Juan Henríquez,obra realizada en Santiago,galería de retratos de gobernadores en palacio,chile4_12552
Juan Henríquez,resultado de juicio de residencia,sentencia absolutoria,chile4_12548
Juan Henríquez,duración de gobierno,doce años,chile4_12538
Juan Henríquez,cargo de,Gobernador de Chile,chile4_12537
Juan Henríquez,fecha de salida para Concepción en 1674,octubre de 1674,chile4_12367
Juan Henríquez,fecha de regreso a Santiago en 1675,23 de abril de 1675,chile4_12368
Juan Henríquez,cargo de,Gobernador,chile4_12459
Juan Henríquez,cargo de,Gobernador de Chile,chile4_13174
Juan Henríquez,fecha de salida para Concepción en 1675,2 de noviembre de 1675,chile4_12369
Juan Henríquez,fecha de regreso a Santiago en 1676,6 de mayo de 1676,chile4_12370
Juan Henríquez,fecha de salida para Concepción en 1677,30 de septiembre de 1677,chile4_12371
Juan Henríquez,fecha de regreso a Santiago en 1678,24 de marzo de 1678,chile4_12372
Juan Henríquez,fecha de salida para Concepción en 1679,22 de septiembre de 1679,chile4_12373
Juan Henríquez,fecha de regreso a Santiago en 1680,25 de mayo de 1680,chile4_12374
Juan Henríquez,cargo de,gobernador de Chile,chile4_12406
Juan Henríquez,lugar de fallecimiento,Madrid,chile4_12556
Juan Henríquez,lugar de sepultura,iglesia principal de los jesuitas en Madrid,chile4_12557
Juan Henríquez,fecha de salida de Santiago,fines de octubre de 1673,chile4_12337
Juan Henríquez,estimación de riquezas,un millón de pesos o setecientos mil pesos,chile4_12270
Juan Henríquez,fecha de salida de Santiago hacia Concepción,17 de octubre de 1671,chile4_12332
Juan Hurtado,apoderado de,Martín Ruiz de Gamboa,chile1_7163
Juan Hurtado,vecino de,Santiago,chile1_7165
Juan Ignacio Molina,seguidor del sistema de clasificación de,Linneo,chile4_19644
Juan Ignacio Molina,lugar de nacimiento,Chile,chile4_19693
Juan Ignacio Molina,catalogador de,Compendio historial de Melchor Jufré del Águila,chile4_14149
Juan Ignacio Molina,ocupación,naturalista,chile4_19694
Juan Ignacio Molina,ocupación docente de,geografía,chile4_19705
Juan Ignacio Molina,título religioso,abate,chile1_2926
Juan Ignacio Molina,ocupación docente de,latín,chile4_19703
Juan Ignacio Molina,lugar de establecimiento en destierro,Bolonia,chile4_19606
Juan Ignacio Molina,autor de,Historia de Chile y de su rica provincia de Chile,chile4_18526
Juan Ignacio Molina,año de expatriación,1767,chile4_19605
Juan Ignacio Molina,lugar de noviciado,Santiago,chile4_19602
Juan Ignacio Molina,lugar de estudios primarios,colegio de jesuitas en Concepción,chile4_19601
Juan Ignacio Molina,mes y año de nacimiento,junio de 1740,chile4_19600
Juan Ignacio Molina,lugar de nacimiento,hacienda en ribera sur del Maule,chile4_19599
Juan Ignacio Molina,ocupación docente de,retórica,chile4_19704
Juan Ignacio Molina,edad registrada,años (en comunicación de Cienfuegos),chile4_19735
Juan Ignacio Molina,lugar de residencia registrado,Imola,chile4_19736
Juan Ignacio Molina,sujeto de homenaje,estatua en Santiago de Chile,chile4_19751
Juan Ignacio Molina,ocupación,naturalista de Chile,chile4_19484
Juan Ignacio Molina,lugar de instrucción superior,Bucalemu,chile4_19603
Juan Ignacio Molina,autor de,Compendio de la historia geográfica natural e civil del reino del Chile,chile4_19607
Juan Ignacio Molina,lugar de residencia,Bolonia,chile4_19702
Juan Ignacio Molina,consultado por,barón de Humboldt,chile4_19641
Juan Ignacio Molina,donante de herencia para,colegio en Talca,chile4_19708
Juan Ignacio Molina,nacionalidad,chileno,chile1_2925
Juan Ignacio Molina,autor de,Compendio de la historia civil,chile1_3194
Juan Ignacio Molina,autor de,Saggio sulla storia naturale del Chili,chile4_19632
Juan Ignacio Molina,profesión de,abate,chile1_3193
Juan Ignacio Molina,lugar de residencia,Italia,chile4_19631
Juan Ignacio Molina,autor de,Compendio de la historia civil del reino de Chile,chile1_2927
Juan Ignacio Molina,autor de,Saggio sulla storia civile del Chili,chile4_19635
Juan Ignacio Molina,lugar de fallecimiento,Bolonia,chile4_19711
Juan Ignacio Molina,fecha de fallecimiento,septiembre de 1829,chile4_19710
Juan Ignacio Molina,idiomas de estudio,griego,chile4_19623
Juan Ignacio Molina,idiomas de estudio,latín,chile4_19622
Juan Ignacio Molina,año de donación de herencia,1827,chile4_19709
Juan Ignacio Molina,ocupación docente de,historia,chile4_19706
Juan Ignacio Molina,edad en 1799,59 años,chile4_19630
Juan Ignacio Molina,miembro de,Instituto Pontificio de Bolonia,chile4_19707
Juan Jaraquemada,fecha de informe al Rey,mayo de 1611,chile4_8641
Juan Jaraquemada,lugar de traslado de fuerte,Angol,chile4_8647
Juan Jaraquemada,tamaño de ejército,cerca de ochocientos hombres,chile4_8644
Juan Jaraquemada,lugar de llegada,Concepción,chile4_8640
Juan Jaraquemada,cargo de,Gobernador de Chile,chile4_8637
Juan José Bueno,dirigió,copias tomadas para Diego Barros Arana en el archivo de Indias,chile4_7406
Juan José Bueno,ocupación de,abogado de Sevilla,chile4_7405
Juan José Dauxion Lavaysse,salario asignado,cuatro mil pesos anuales,chile4_1007
Juan José Dauxion Lavaysse,encargo recibido de,junta gubernativa de Chile en 1823,chile4_3432
Juan José Dauxion Lavaysse,cargo contratado de,director de museo y jardín botánico en Chile,chile4_3434
Juan José Dauxion Lavaysse,contratante,administración anterior a junta gubernativa de 1823,chile4_3433
Juan José Dauxion Lavaysse,encargado de,viaje científico por todo el territorio del estado,chile4_1006
Juan José Echeverría,destino de comisión,asambleas provinciales de Concepción,chile4_1184
Juan José Echeverría,destino de comisión,asambleas provinciales de Coquimbo,chile4_1183
Juan José Echeverría,cargo en comisión,doctor comisionado,chile4_1181
Juan José Echeverría,cargo de,secretario de la junta gubernativa,chile4_4551
Juan José Echeverría,comisario enviado a,Coquimbo,chile4_4597
Juan José Echeverría,cargo de,Diputado por Santiago,chile4_4596
Juan José Echeverría,cargo en congreso,diputado al congreso de 1811,chile4_1188
Juan José Echeverría,relación familiar con Martínez,primo hermano,chile4_1190
Juan José Flores,cargo político,presidente del Ecuador,chile4_6111
Juan José de Goicolea,profesión,Agrimensor,chile4_17427
Juan José de Goicolea,director de,Construcción del canal de Maipo,chile4_17433
Juan José de Goicolea,comisionado para,Reconocimiento del terreno del canal de Maipo,chile4_17428
Juan José de Vértiz,cargo de,gobernador de Buenos Aires,chile4_17276
Juan Jufré,comandante de,cien hombres llegados por tierra desde el Perú,chile1_2790
Juan Jufré,fecha de nombramiento como teniente gobernador,27 de septiembre de 1561,chile1_4786
Juan Jufré,fundador de,ciudad de la Resurrección el 28 de marzo de 1562,chile1_4787
Juan Jufré,cargo militar,capitán,chile1_4152
Juan Jufré,líder de expedición para,reprimir levantamiento de indios,chile1_4154
Juan Jufré,fundador de,ciudad de San Juan el 13 de junio de 1562,chile1_4788
Juan Jufré,cargo de,teniente gobernador de Cuyo,chile1_4785
Juan Jufré,conocedor de,territorio vecino a Santiago,chile1_4153
Juan Jufré,nombramiento recibido,27 de septiembre de 1561,chile1_5587
Juan Jufré,cargo en información de servicios,alcalde ordinario,chile1_5986
Juan Jufré,cargo de,capitán,chile1_5534
Juan Jufré,cargo de trabajo,General,chile1_6359
Juan Jufré,firmante de carta al Rey,8 a 12 de diciembre de 1547,chile1_2652
Juan Jufré,acompañante de Valdivia en,viaje al Perú,chile1_2655
Juan Jufré,propietario de,casa de alojamiento del Gobernador en Santiago,chile1_6141
Juan Jufré,anfitrión de,Francisco de Villagrán,chile1_6800
Juan Jufré,beneficiario de,repartimiento de indios,chile1_2396
Juan Jufré,cargo de trabajo,capitán,chile1_3942
Juan Jufré,rol de,Capitán de Pedro de Valdivia,chile1_2702
Juan Jufré,fecha de nombramiento como teniente corregidor,20 de enero de 1557,chile1_3943
Juan Jufré,misión de reclutamiento en,Provincia de Charcas,chile1_2703
Juan Jufré,cargo de,justicia mayor de Santiago,chile1_5586
Juan Jufré,cargo de,oficial real de Chile,chile1_2462
Juan Jufré,fecha de dirigirse al Cabildo con nueva provisión,27 de enero,chile1_3950
Juan Jufré,cargo militar de,capitán,chile1_3799
Juan Jufré,cargo previo,teniente gobernador de Santiago,chile1_5648
Juan Jufré,cargo de,capitán,chile1_7102
Juan Jufré,comandante de,diez soldados de caballería,chile1_7103
Juan Jufré,designado por,Pedro de Valdivia,chile1_2465
Juan Jufré,destino asignado por Villagrán,provincia de Cuyo,chile1_5544
Juan Jufré,cargo de,alcalde del cabildo de Santiago,chile1_6134
Juan Jufré,cargo de,teniente gobernador en Santiago,chile1_5708
Juan Jufré,condición en prisiones,alcalde preso,chile1_5988
