Sujeto,Relación,Objeto
Juan de Villela,cargo de,oidor de la audiencia de Lima
Juan de Villela,cargo nombrado de,presidente de la audiencia de Guadalajara
Juan de Villela,fecha de carta al Rey desde Guadalajara,3 de junio de 1607
Pedro Cortés,cargo de,coronel
Pedro Cortés,años de servicio en Chile,cuarenta años
Pedro Cortés,fechas de cartas al Rey desde Santiago,1605 y 1608
Francisco Villaseñor Acuña,cargo de,veedor general
Francisco Villaseñor Acuña,fecha de carta al Rey,10 de febrero de 1610
García Ramón,años de gobierno,cinco años
Francisco Villaseñor Acuña,fecha de carta al Rey sobre fallecimiento de García Ramón,25 de febrero de 1610
Alonso de Ribera,recomendación como,gobernador de Chile
doctor Gabriel de Celada,cargo de,oidor
doctor Gabriel de Celada,fecha de informe,6 de enero de 1610
Luis Tribaldos de Toledo,autor de,Historia general de las guerras de Chile páginas 87-91
Pedro Osores de Ulloa,cargo de,Gobernador de Chile
Pedro Osores de Ulloa,remitente de carta a,Rey de España
Marqués de Montes Claros,cargo en relación a,guerra de Chile
Príncipe de Esquilache,cargo en relación a,guerra de Chile
Pedro Osores de Ulloa,cantidad de tropas traídas del Perú,1100 soldados
Indios de guerra,realizaron entradas a,campos vecinos a Arauco y Lebu
Pedro Osores de Ulloa,ordenó ejecución de,desertores españoles y mestizos
Núñez de Pineda,cargo de,maestre de campo
Núñez de Pineda,rol en campaña militar,dirección de campaña
Pedro Osores de Ulloa,lugar de permanencia durante campaña,Concepción
Tropas españolas,fecha de aparición en Purén,26 de diciembre
Ciénaga de Purén,característica de,centro de la resistencia del enemigo
Juan Fernández de Rebolledo,cargo de,sargento mayor
Pedro Osores de Ulloa,acción sobre ordenanza del virrey,suspendió en parte los efectos
Virrey del Perú,promulgador de ordenanza sobre,abolición del servicio personal de los indígenas
Pedro Osores de Ulloa,fecha de inicio de viaje a Santiago,1 de abril de 1622
Pedro Osores de Ulloa,fecha de entrada solemne en Santiago,22 de abril de 1622
Pedro Osores de Ulloa,fecha de reconocimiento por Real Audiencia,27 de abril de 1622
Cristóbal de la Cerda,cargo de,oidore decano de la Real Audiencia
Pedro Osores de Ulloa,tuvo rompimiento con,Cristóbal de la Cerda
Cabildo de Santiago,fecha de acuerdo sobre arribo del Gobernador,19 de noviembre de 1621
Diego González Montero,cargo de,alcalde ordinario y capitán
Diego González Montero,enviado por,cabildo de Santiago
Lope de Ulloa y Lemos,cargo previo de,Gobernador
Andrés de Toro,cargo de,fiscal interino de la Audiencia
Cristóbal de la Cerda,comisión de,instruir proceso sobre muerte de Lope de Ulloa
Francisca de la Coba y Lucero,relación con,Lope de Ulloa y Lemos
Diego de Ayala,cargo de,maestre de campo
Francisca de la Coba y Lucero,fortuna de,trescientos mil ducados
Príncipe de Esquilache,cargo de,Virrey del Perú
Juan de la Cerda,cargo de,alcalde de corte de la audiencia de Lima
Diego Flores de León,rol en,defensa de honra de Francisca de la Coba
Francisca de la Coba,estado civil en época de Ovalle,segundo matrimonio con descendencia noble
Padre Valdivia,fecha de llegada a Madrid,fines de 1620
Padre Valdivia,relación con,guerra defensiva de Chile
Padre Valdivia,años de trabajo en,conversión de indios de Chile
Padre Valdivia,documento presentado al Rey,memorial extenso
Lope de Ulloa,cargo de,gobernador de Chile
Felipe III,fecha de fallecimiento,3 de marzo de 1621
Felipe III,edad al fallecer,cuarenta y tres años
padre Luis de Valdivia,cargo de,prefecto de estudios del Colegio de Valladolid
padre Luis de Valdivia,lugar de fallecimiento,Valladolid
padre Luis de Valdivia,fecha de fallecimiento,5 de noviembre de 1642
padre Luis de Valdivia,edad al fallecer,ochenta y un años
padre Pedro Pimentel,autor de,biografía del padre Luis de Valdivia
Íñigo de Ayala,cargo de,maestre de campo
Lope de Ulloa,cantidad entregada a Íñigo de Ayala,treinta mil pesos del dinero del situado
Felipe IV,fecha de firma de cédulas para Pedro Osores de Ulloa,17 de febrero de 1622
Pedro Osores de Ulloa,cargo de,gobernador de Chile
Felipe IV,fecha de sanción de ordenanza sobre servicio personal indígena,17 de julio de 1622
Gonzalo Nodal,cargo de,capitán
Francisco de Mandujano,ocupación de,contratista
Francisco de Mandujano,ciudad de origen,Sevilla
contrato de Francisco de Mandujano,número de artículos,quince
contrato de Francisco de Mandujano,número de naves,tres naves
contrato de Francisco de Mandujano,provisión de víveres,siete meses
contrato de Francisco de Mandujano,pago en España,sesenta y ocho mil ducados
contrato de Francisco de Mandujano,pago en Perú,veinte mil ducados
contrato de Francisco de Mandujano,cañones de hierro entregados,veinticinco
expedición de Íñigo de Ayala,número de soldados,cuatrocientos soldados
expedición de Íñigo de Ayala,fecha de partida de San Lúcar,principios de octubre de 1622
Pedro Osores de Ulloa,lugar de estancia en junio de 1622,Santiago
Felipe III,fecha de noticia de muerte en Santiago,junio de 1622
Felipe IV,fecha de proclamación en Santiago,13 de junio de 1622
Pedro Osores de Ulloa,cantidad donada al Rey,cuatro mil pesos
oidores de Chile,cantidad donada por cada uno al Rey,quinientos pesos
Pedro Osores de Ulloa,fecha de carta al Rey desde Concepción,1 de abril de 1623
Pedro Osores de Ulloa,fecha de traslado a Concepción,mediados de octubre de 1622
Íñigo de Ayala,lugar de llegada en marzo de 1623,Buenos Aires
escuadrilla de Francisco de Mandujano,fecha de salida de San Lúcar de Barrameda,fines de octubre de 1622
escuadrilla de Francisco de Mandujano,lugar de llegada después de dos meses,Rio de Janeiro
escuadrilla de Francisco de Mandujano,fecha de llegada a Rio de Janeiro,16 de enero de 1623
maestre de campo Ayala,cargo de,maestre de campo
capitán Nodal,cargo de,capitán
Iñigo de Ayala,tripulante de,expedición marítima a Chile
Gonzalo de Nodal,tripulante de,expedición marítima a Chile
Francisco de Mandujano,comandante de,buque almirante
Miguel de Sessé,comandante de,expedición a Chile
Miguel de Sessé,número de soldados bajo mando,ochenta y cinco hombres
Felipe IV,monarca de,España
Felipe IV,fecha de cédula,21 de octubre de 1622
escuadra holandesa de Jacobo L'Hermite,año de entrada al Pacífico,1624
Jacobo L'Hermite,cargo de,Almirante de escuadra holandesa
escuadra holandesa de Jacobo L'Hermite,número de naves,once naves
escuadra holandesa de Jacobo L'Hermite,número de tripulantes,1039 hombres de tripulación
escuadra holandesa de Jacobo L'Hermite,número de soldados,600 soldados
Jacobo L'Hermite,fecha de partida desde Gorea,29 de abril de 1623
Hugo Shapenham,cargo de,Vicealmirante de escuadra holandesa
Valentín Tansz,cargo de,piloto
escuadra holandesa de Jacobo L'Hermite,fecha de llegada a islas de Juan Fernández,4 de abril de 1624
Diego Fernández de Córdoba,cargo de,Virrey del Perú
Diego Fernández de Córdoba,título nobiliario,marqués de Guadalcázar
Diego Fernández de Córdoba,fecha de inicio de gobierno del Perú,julio de 1622
Jacobo L'Hermite,fecha de fallecimiento,junio de 1624
Jacobo L'Hermite,lugar de sepultura,isla de San Lorenzo
Hugo Shapenham,fecha de salida del Callao,9 de septiembre de 1624
Osores de Ulloa,cargo de,gobernador de Chile
Osores de Ulloa,número de hombres bajo mando,cerca de mil novecientos hombres
Alonso de Ribera,cargo de,gobernador
Juan van Weelbeeck,profesión,matemático
Adolfo Decker,tripulante de,flota holandesa
Pedro Osores de Ulloa,remitente de carta al Rey de España,Rey de España
Pedro Osores de Ulloa,método de castigo empleado,ahorcamiento de desertores
Pedro Ugarte de la Hermosa,cargo de trabajo,secretario del gobernador Lope de Ulloa
Pedro Ugarte de la Hermosa,autor de,crónica de los sucesos de su tiempo
Historia de Chiir de Córdoba y Figueroa,referencia a,Pedro Ugarte de la Hermosa
Historia civil del padre Miguel de Olivares,referencia a,Pedro Ugarte de la Hermosa
padre Ovalle,autor de,libro VII capítulo 6
padre Rosales,autor de,libro VI capítulo 21
Audiencia de Lima,período de gobierno interino del virreinato del Perú,primeros siete meses de 1622
marqués de Guadalcázar,cargo asumido,gobierno del virreinato del Perú
marqués de Guadalcázar,fecha de asunción del cargo,finales de julio de 1622
padre Valdivia,promotor de,repoblación del puerto de Valdivia
alférez Pedro de Bustamante,encargado de misión por,virrey del Perú
alférez Pedro de Bustamante,año de misión a Valdivia,1623
Pedro Osores de Ulloa,informante al Rey de España sobre,repoblación de Valdivia
Pedro Osores de Ulloa,informante al virrey del Perú sobre,repoblación de Valdivia
oidor Cristóbal de Cerda,suspendido de funciones por,Pedro Osores de Ulloa
Pedro Osores de Ulloa,edad al final de su gobierno,ochenta y cuatro años
Pedro Osores de Ulloa,último viaje a Santiago,1622
Pedro Osores de Ulloa,fecha de fallecimiento,18 de septiembre de 1624
Pedro Osores de Ulloa,lugar de fallecimiento,Concepción
Pedro Osores de Ulloa,lugar de sepultura,iglesia de San Francisco de Concepción
Francisco de Alaba y Nurueña,designado como gobernador interino por,Pedro Osores de Ulloa
Francisco de Alaba y Nurueña,fecha de designación como gobernador interino,17 de septiembre de 1624
volcán Antuco,tipo de evento,erupción violenta
volcán Antuco,duración de erupción,más de ocho días
Rosales,autor de,Historia jeneral libro VI capítulo 31
Francisco de Alaba y Nurueña,relación familiar con Pedro Osores de Ulloa,cuñado
Francisco de Alaba y Nurueña,año de llegada a Chile,1603
Francisco de Alaba y Nurueña,cargo al llegar a Chile en 1603,capitán de compañía de tropas auxiliares
Francisco de Alaba y Nurueña,llegada a Chile en 1603 bajo gobierno de,Alonso de Ribera
Francisco de Alaba y Nurueña,año de regreso a Chile con Osores de Ulloa,1621
Francisco de Alaba y Nurueña,cargo ascendido en 1621,maestre de campo
Francisco de Alaba y Nurueña,edad aproximada al asumir gobierno interino,cerca de sesenta años
Francisco de Alaba y Nurueña,fecha de recepción como gobernador interino en Concepción,septiembre de 1624
licenciado Andrés de Mazote,representante de Francisco de Alaba y Nurueña en,Santiago
licenciado Andrés de Mazote,fecha de juramento en representación,2 de noviembre de 1624
Francisco de Alaba y Nurueña,duración de gobierno interino,ocho meses
escuadra holandesa,fecha de llegada al Callao,8 de mayo de 1624
escuadra holandesa,fecha de ataque a Bahía,8 de mayo de 1624
Francisco de Alaba y Nurueña,fortificaciones construidas en Concepción,tres plataformas de cinco piezas de artillería
Francisco de Alaba y Nurueña,cargo de,Gobernador interino de Chile
Francisco de Alaba y Nurueña,destinatario de carta al,Rey
Concepción,lugar de,fortificaciones provisorias
Luis Fernández de Córdoba y Arce,cargo de,Gobernador de Chile
Luis Fernández de Córdoba y Arce,cargo de,Presidente de la Real Audiencia de Chile
Luis Fernández de Córdoba y Arce,título nobiliario de,veinticuatro de Córdoba
Luis Fernández de Córdoba y Arce,lugar de nacimiento,Córdoba
Luis Fernández de Córdoba y Arce,sobrino carnal de,Marqués de Guadalcázar
Luis Fernández de Córdoba y Arce,cargo de,Comandante de los fuertes de San Juan de Ulúa
Luis Fernández de Córdoba y Arce,cargo de,Gobernador de la provincia de Tlascala
Luis Fernández de Córdoba y Arce,cargo de,General de la flota del Virrey de Nueva España
Luis Fernández de Córdoba y Arce,cargo de,Teniente capitán general del Callao
Luis Fernández de Córdoba y Arce,cónyuge de,Juana de Arce y Tordoya
Juana de Arce y Tordoya,título de señora de,villa del Carpio
Juana de Arce y Tordoya,bisnieta de,licenciado Cepeda
licenciado Cepeda,cargo de,Presidente de Chuquisaca
Pedro Osores de Ulloa,cargo de,Gobernador de Chile
Pedro Osores de Ulloa,fecha de fallecimiento,diciembre de 1624
Marqués de Guadalcázar,cargo de,Virrey del Perú
Marqués de Guadalcázar,cargo de,Virrey de Nueva España
Luis Fernández de Córdoba y Arce,fecha de nombramiento como gobernador,4 de enero de 1625
Luis Fernández de Córdoba y Arce,fecha de partida del Callao,24 de abril de 1625
Luis Fernández de Córdoba y Arce,fecha de desembarco en Concepción,28 de mayo de 1625
Luis Fernández de Córdoba y Arce,lugar de recibimiento del mando,Concepción
Pedro de Unzueta,cargo de,oficial mayor del veedor general
Pedro de Unzueta,destino de castigo,Chiloé
Luis Fernández de Córdoba y Arce,fecha de entrada a Santiago,21 de diciembre de 1625
Luis Fernández de Córdoba y Arce,fecha de recibimiento por la Audiencia,22 de diciembre de 1625
Cristóbal de la Cerda,cargo de,oidor decano de la Real Audiencia de Chile
Diego González Montero,cargo de,Corregidor de Santiago
Diego González Montero,cargo de,Maestre de campo
Diego González Montero,cargo de,Teniente de capitán general de Santiago
Felipe IV,autor de real cédula,real cédula de 13 de abril de 1625
Felipe IV,autor de real cédula,real cédula de 26 de mayo de 1608
Luis Fernández de Córdoba y Arce,fecha de recepción de real cédula,24 de enero de 1626
real cédula de 13 de abril de 1625,contenido de,suspensión de la guerra defensiva
real cédula de 13 de abril de 1625,contenido de,restablecimiento de la esclavitud de indios
Santiago,distancia de Concepción,ochenta leguas
Luis Merlo de la Fuente,cargo de,Gobernador interino de Chile
Luis Merlo de la Fuente,cargo de,oidor decano de la Real Audiencia de Chile
Marcos Chavarri de Almonacid,categoría de,personaje notable del período 1600-1655
Marqués de Montes Claros,categoría de,personaje notable del período 1600-1655
Marcos de Vega,categoría de,personaje notable del período 1600-1655
Pedro Cortés,categoría de,personaje notable del período 1600-1655
Luis Jufré,categoría de,personaje notable del período 1600-1655
Álvaro Núñez de Pineda,categoría de,personaje notable del período 1600-1655
Jerónimo de Molina,categoría de,personaje notable del período 1600-1655
Juan Merlo de la Fuente (hijo del oidor),hijo de,Merlo de la Fuente (oidor)
Juan Merlo de la Fuente (hijo del oidor),lugar de muerte,mar de las Antillas
presbítero Alonso Merlo de la Fuente,hijo de,Merlo de la Fuente (oidor)
presbítero Alonso Merlo de la Fuente,ocupación,presbítero
restablecimiento de la guerra ofensiva en Chile,fecha de pregón,25 de enero
restablecimiento de la guerra ofensiva en Chile,lugar de pregón,Santiago
ordenanza para reformar el servicio personal de indígenas,redactor,padre Valdivia
ordenanza para reformar el servicio personal de indígenas,redactor,príncipe de Esquilache
príncipe de Esquilache,cargo,virrey del Perú
ordenanza para reformar el servicio personal de indígenas,sancionador,Rey Felipe IV
ordenanza para reformar el servicio personal de indígenas,año de sanción,1622
