Sujeto,Relación,Objeto
segunda batalla de Mataquito,resultado para Lautaro,derrota y muerte
Capítulo Decimosexto,tema sobre,arribo de Hurtado de Mendoza a Chile
Capítulo Decimosexto,tema sobre,desembarco en Concepción y primeros combates
Capítulo Decimosexto,año de,1557
don García Hurtado de Mendoza,lugar de partida,el Callao
don García Hurtado de Mendoza,cargo al partir,gobernador de Chile
don García Hurtado de Mendoza,lugar de llegada,La Serena
Francisco de Aguirre,acción sobre él,prisión
don García Hurtado de Mendoza,lugar de reconocimiento como Gobernador,Santiago
Francisco de Villagrán,acción ordenada por don García,apresar
don García Hurtado de Mendoza,lugar de arribo,bahía de Concepción
don García Hurtado de Mendoza,lugar de desembarco,isla de la Quinquina
don García Hurtado de Mendoza,construcción en continente,fuerte para su defensa
don García Hurtado de Mendoza,batalla sostenida en,fuerte en continente
don García Hurtado de Mendoza,recepción de refuerzos desde,Santiago
Capítulo Decimoséptimo,tema sobre,campaña de Arauco por Hurtado de Mendoza
Capítulo Decimoséptimo,tema sobre,fundación de Cañete y repoblación de Concepción
Capítulo Decimoséptimo,período temporal,1557-1558
don García Hurtado de Mendoza,acción geográfica,pasa el río Biobío
batalla de las Lagunillas de Biobío,localización,Biobío
ejército español,dirección de marcha,interior del territorio araucano
batalla de Millarapue,localización,Millarapue
fuerte de Tucapel,evento de,reconstrucción
ciudad de Cañete,evento de,fundación
ciudad de Concepción,evento de,repoblación
combate del desfiladero de Cayucupil,localización,Cayucupil
Capítulo Decimoctavo,tema sobre,exploración de la región del sur hasta Chiloé
Capítulo Decimoctavo,tema sobre,captura y muerte de Caupolicán
Capítulo Decimoctavo,tema sobre,fundación de nuevas ciudades
Capítulo Decimoctavo,período temporal,1558-1559
don García Hurtado de Mendoza,acción de,emprende exploración de territorios del sur
araucanos,acción militar,atacan Cañete
araucanos,resultado de ataque a Cañete,rechazados con gran pérdida
españoles,ruta de marcha,través de los bosques del sur
archipiélago de Chiloé,evento de,descubrimiento
ciudad de Osorno,evento de,fundación
ciudad de Osorno,fundador,don García
encomenderos de Valdivia,situación,injusticias cometidas contra ellos
Felipe,evento de,proclamación como rey de España
don Alonso de Ercilla,sentencia recibida,condenado a muerte por el Gobernador
don Juan de Pineda,sentencia recibida,condenado a muerte por el Gobernador
don Alonso de Ercilla,resultado final de sentencia,indultado
don Juan de Pineda,resultado final de sentencia,indultado
Caupolicán,eventos de,captura y muerte
batalla de Quiapo,localización,Quiapo
Arauco,evento de,repoblamiento
Angol,evento de,repoblamiento
Capítulo Decimonoveno,tema sobre expediciones a,"Tucumán, Magallanes y Cuyo"
Capítulo Decimonoveno,período temporal,1557-1561
provincia de Tucumán,contexto temporal,cuando don García tomó el mando de Chile
capitán Juan Pérez de Zurita,acciones militares,campañas y conquistas
gobernador de Chile,acción naval,envía escuadrilla a reconocer estrecho de Magallanes
capitán Cortés Ojea,experiencias,aventuras y naufragios
expedicionarios,construcción de,bergantín para volver a Chile
capitán Juan Ladrillero,acción de exploración,explora canales y archipiélagos de costa occidental de Patagonia
capitán Juan Ladrillero,acción en estrecho,penetra en estrecho de Magallanes
capitán Juan Ladrillero,extensión de reconocimiento,hasta cerca de boca oriental
capitán Juan Ladrillero,destino de regreso,Chile
región de Cuyo,tipo de expedición,expedición conquistadora
ciudad de Mendoza,evento de,fundación
ciudad de San Juan,evento de,fundación
Capítulo Vigésimo,tema sobre,administración civil de Hurtado de Mendoza
Capítulo Vigésimo,período temporal,1559-1560
don García Hurtado de Mendoza,documento recibido,cédula de separación del gobierno de Chile
don García Hurtado de Mendoza,encargado de gobierno interino,Rodrigo de Quiroga
don García Hurtado de Mendoza,lugar de traslado,Santiago
tasa de Santillán,tipo de trabajo administrativo,trabajo administrativo del gobierno de don García
hospitales,evento de,construcción
iglesias,evento de,construcción
catedral de Santiago,evento de,se da principio
paseo del estandarte,tipo de evento,fiesta y diversión pública
Capítulo Vigésimo Primero,tema sobre,administración financiera de Hurtado de Mendoza
Capítulo Vigésimo Primero,tema sobre,fin de gobierno de Hurtado de Mendoza
Capítulo Vigésimo Primero,período temporal,1559-1561
hacienda pública,estado a mediados del siglo XVI,desastroso
cortes de Castilla,solicitud al Rey,prohibir exportación a América de productos manufacturados
extranjeros,prohibición impuesta,establecerse en América
reyes de España,acción sobre tesoros,se apoderan de tesoros de particulares que iban de las Indias
encomenderos de Chile,recepción de,concesiones
Alderete,recepción de,instrucciones para aumentar el producto de las minas
don García,situación financiera,gastos de guerra le impiden enviar socorros de dinero a España
encomenderos,imposición de,donativos forzosos
comerciantes,imposición de,donativos forzosos
el Gobernador don García,estilo de vida,vida ostentosa
el Gobernador don García,situación al dejar mando,pobreza
don García,acción al saber muerte de su padre,se marcha al Perú
juicio de residencia contra don García Hurtado de Mendoza,lugar de seguimiento,Chile
el Rey,acción sobre conducta de don García,aprueba su conducta
licenciado Hernando de Santillán,tipo de información sobre él,noticias en nota
Capítulo Vigésimo Segundo,tema sobre,historiadores primitivos de la conquista de Chile
noticias sobre Chile impresas antes de 1569,caracterización,falta absoluta de noticias seguras
Araucana de don Alonso de Ercilla,caracterización cronológica,primera historia de Chile en el orden cronológico
continuación de Araucana por Santisteban Osorio,caracterización,no es una obra histórica
Góngora Marmolejo,obra de,Historia de Chile
Mariño de Lobera,obra de,crónica primitiva no conocida
padre jesuita Bartolomé de Escobar,trabajo sobre,revisión de la crónica de Mariño de Lobera
Pedro de Oña,obra de,Arauco domado
doctor Suárez de Figueroa,obra de,Hechos de don García
Jerónimo de Vivar,obra de,crónica perdida
Parte Tercera,período temporal,desde 1561 hasta 1610
Capítulo Primero de Parte Tercera,tema sobre,Gobierno de Francisco de Villagrán
Capítulo Primero de Parte Tercera,período temporal,1561-1563
indios de Purén,acción de,asesinan al capitán don Pedro de Avendaño
asesinato de capitán don Pedro de Avendaño,consecuencia,renuévase la guerra
Francisco de Villagrán,acción de llegada,llega a Chile
Francisco de Villagrán,acción administrativa,se recibe del mando
primera epidemia de viruela,contexto temporal en Chile,gobierno de Francisco de Villagrán
guerra de Arauco,evento de,renovación
religioso dominicano,acción de,predicaciones que complican la guerra
el Gobernador Francisco de Villagrán,acción de,visita las ciudades del sur
el Gobernador Francisco de Villagrán,situación de salud,cae gravemente enfermo
licenciado Juan de Herrera,cargo de,teniente gobernador
licenciado Juan de Herrera,acción legal,instruye proceso a los indios enemigos
licenciado Juan de Herrera,acción militar por sentencia,manda hacerles la guerra a los indios
derrota de españoles,localización,Catirai o Mareguano
ciudad de Cañete,evento de,despoblación
indios,acción de sitio,ponen sitio a la plaza de Arauco
capitán Lorenzo Bernal de Mercado,acción militar,defiende heroicamente plaza de Arauco
gobierno de Villagrán,situación interna,perturbaciones de la tranquilidad interior
armas españolas en Tucumán,situación,desastres
Gobernador Villagrán,evento final,muerte
Capítulo Segundo de Parte Tercera,tema sobre,Gobierno interino de Pedro de Villagrán
Capítulo Segundo de Parte Tercera,período temporal,1563-1565
capitán Pedro de Villagrán,acción administrativa,se recibe del gobierno
españoles,acción sobre plaza,evacuan la plaza de Arauco
españoles,derrotas en,Itata y Andalién
Cabildo de Santiago,acción de,envía socorros a las ciudades del sur
indios,acción militar,ponen sitio a Concepción
indios,resultado de sitio,se retiran sin lograr reducir Concepción
Pedro de Villagrán,cargo de,Gobernador de Chile
Rodrigo de Quiroga,cargo de,Gobernador interino del reino de Chile
Rodrigo de Quiroga,período de gobierno interino,1565-1567
Ruiz de Gamboa,cargo de,General
Ruiz de Gamboa,explorador de,Isla de Chiloé
Ruiz de Gamboa,fundador de,Ciudad de Castro
Ciudad de Castro,ubicación de,Isla de Chiloé
Real Audiencia de Chile,instituyente,Rey de España
Real Audiencia de Chile,tipo de gobierno,Gobierno político y militar
Real Audiencia de Chile,período de administración,1567-1568
Doctor Bravo de Saravia,cargo de,Gobernador de Chile
Doctor Bravo de Saravia,período de gobierno,1568-1575
Obispado de Santiago,tipo de entidad,Obispado
Obispado de la Imperial,tipo de entidad,Obispado
Ejército español,combatiente contra,Araucanos
Ejército español,combatiente contra,Indios rebelados
Cañete de Arauco,tipo de asentamiento,Ciudad
Arauco,tipo de asentamiento,Plaza militar
Batalla de Mareguano,nombre alternativo,Batalla de Catirai
Batalla de Mareguano,combatiente derrotado,Ejército español
Miguel de Velasco,cargo de,General
Terremoto del 8 de febrero de 1570,lugar afectado,Ciudad de Concepción
Batalla de Purén,combatiente derrotado,Españoles
Rodrigo de Quiroga,cargo de,Gobernador de Chile
Rodrigo de Quiroga,período de segundo gobierno,1575-1580
Rey de España,supresor de,Real Audiencia de Chile
Crónica de Góngora Marmolejo,autor,Góngora Marmolejo
Terremoto del 16 de diciembre de 1575,lugar afectado,Ciudades australes de Chile
Terremoto del 16 de diciembre de 1575,lugar afectado,Valdivia
Alonso Díaz,origen étnico,Mestizo
Alonso Díaz,instigador de,Hostilidades indígenas
Expedición de Francisco Drake,organizador,Francisco Drake
Expedición de Francisco Drake,lugar de partida,Inglaterra
Francisco Drake,nacionalidad,Inglés
Francisco Drake,atacante de,Costas de Chile
Francisco Drake,atacante de,Valparaíso
Valparaíso,tipo de lugar,Puerto
La Mocha,lugar de rechazo de,Ingleses
La Serena,lugar de rechazo de,Ingleses
Francisco de Aguirre,persona mencionada en,Últimos años
Alonso de Escobar,cargo de comandante de,tropas organizadas en Santiago
Santiago,aspecto urbano de,campamento militar durante guerra contra indios
Hernando de Aguirre,hijo de,caudillo de La Serena
Hernando de Aguirre,comandante de,dieciséis jinetes armados
Hernández Jirón,líder de,rebelión en el Perú
Rodrigo de Quiroga,cargo de,capitán de defensores de Santiago
Rodrigo de Quiroga,característica de,hombre de orden
Francisco de Aguirre,cargo de comandante en,La Serena
Francisco de Aguirre,cargo pretendido de,Capitán General de la gobernación de Chile
Juan Martín de Guevara,emisario de,Francisco de Aguirre
Pedro Gómez de don Benito,cargo de,maestre de campo de Valdivia
Juan Bautista Pastene,cargo de,capitán
Luis de Cartagena,cargo de,primer escribano del cabildo de Santiago
Rodrigo de Vega Sarmiento,cargo de,veedor y factor del real tesoro
Juan Jufré,cargo de,capitán
Juan Jufré,comandante de,diez soldados de caballería
río Maule,límite de,términos jurisdiccionales de Santiago
Pedro de Villagrán,cargo de comandante en,La Imperial
Pedro de Villagrán,parentesco de,primo del General Villagrán
La Imperial,ciudad amenazada por,indios rebeldes
Valdivia,ciudad amenazada por,indios rebeldes
Cabildo de Santiago,autoridad gobernante en,distrito de Santiago
Cabildo de Santiago,fecha de sesión,2 de enero de 1555
Cabildo de Santiago,fecha de sesión,5 de enero de 1555
Cabildo de Santiago,fecha de sesión,7 de enero de 1555
Cabildo de Santiago,fecha de sesión,12 de enero de 1555
Cabildo de Santiago,fecha de sesión,14 de enero de 1555
Cabildo Abierto de Santiago,fecha de sesión,27 de enero de 1555
Cabildo de Santiago,fecha de sesión,28 de enero de 1555
Cabildo de Santiago,fecha de sesión,30 de enero de 1555
Cabildo de Santiago,fecha de sesión,15 de febrero de 1555
Cabildo de Santiago,fecha de sesión,22 de febrero de 1555
Cabildo de Santiago,fecha de sesión,9 de abril de 1555
Cabildo de Santiago,fecha de sesión,mayo de 1555
estandarte real,lugar de custodia en,convento de San Francisco
audiencia de Lima,emisor de carta sobre,alzamiento de Hernández Jirón
Hernández Jirón,cantidad de hombres bajo mando,cerca de mil hombres
desierto de Atacama,ubicación geográfica en,ruta hacia Santiago
ciudad de Concepción,destino de,Pedro de Villagrán en enero de 1554
batalla de Marigueñu,tipo de evento,descalabro de españoles
Diego Barros Arana,autor de,Historia General de Chile
Historia General de Chile,número de tomo,Tomo Tercero
Historia General de Chile,editorial,Editorial Universitaria
Historia General de Chile,institución publicadora,Centro de Investigaciones Diego Barros Arana
Centro de Investigaciones Diego Barros Arana,parte de,"Dirección de Bibliotecas, Archivos y Museos"
Eduardo Castro Le-Fort,miembro de,Comité Editorial de Historia General de Chile
Braulio Fernández Biggs,miembro de,Comité Editorial de Historia General de Chile
Mario Monsalve Bórquez,miembro de,Comité Editorial de Historia General de Chile
Rafael Sagredo Baeza,miembro de,Comité Editorial de Historia General de Chile
Patricio Silva Sierra,responsable de,Digitación y Armado de Textos de Historia General de Chile
Omar Covarrubias Sabat,responsable de,Corrección de Originales de Historia General de Chile
Noemí Sepúlveda Venegas,responsable de,Corrección de Originales de Historia General de Chile
Marcelo Rojas Vásquez,responsable de,Corrección de Originales de Historia General de Chile
Verónica Pinto Infante,responsable de,Corrección de Pruebas de Historia General de Chile
Jorge Flores Poblete,responsable de,Diseño Gráfico de Historia General de Chile
María Pía Rengifo Streeter,responsable de,Fotografía de Portada de Historia General de Chile
Historia General de Chile,año de publicación de segunda edición,2000
Historia General de Chile,ISBN del Tomo Tercero,956-11-1535-2
Historia General de Chile,ISBN de Obra Completa,956-11-1532-8
Historia General de Chile,lugar de impresión,Santiago de Chile
Historia General de Chile,editorial de impresión,Impresos Universitaria
Historia General de Chile,número de ejemplares de segunda edición,2000
Martín Ruiz de Gamboa,cargo de,mariscal
Martín Ruiz de Gamboa,cargo de,Gobernador interino de Chile
Rodrigo de Quiroga,cargo de,Gobernador de Chile
Martín Ruiz de Gamboa,sucesor designado por,Rodrigo de Quiroga
Felipe II,cargo de,Rey de España
Real cédula de 28 de octubre de 1573,emisor,Felipe II
Real cédula de 28 de octubre de 1573,destinatario,Rodrigo de Quiroga
